1분류,2분류,3분류,3분류_정규화,3분류_유형,기존_세부분류,검색상태,출처URL,메모,차수,같은품종_동일유통명,겉모양_유사품종,단면_유사품종,겉색,과육색,사진대체_가능여부,사진대체_주의사항
버섯,송이버섯,홍천송이,홍천송이,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,송이버섯,홍천송이버섯,홍천송이버섯,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,송화버섯,건송화고,건송화고,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,송화버섯,건송화고송화버섯,건송화고송화버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '건송화고'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,송화버섯,건송화버섯,건송화버섯,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,송화버섯,생송화고,생송화고,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,송화버섯,생송화고송화버섯,생송화고송화버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '생송화고'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,송화버섯,생송화버섯,생송화버섯,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,송화버섯,송화,송화,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,송화버섯,송화고,송화고,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,송화버섯,송화고버섯,송화고버섯,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,송화버섯,송화고버섯송화버섯,송화고버섯송화버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '송화고버섯'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,송화버섯,송화고송화버섯,송화고송화버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '송화고'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,송화버섯,송화버섯,송화버섯,원물,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,송화버섯,송화송화버섯,송화송화버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '송화'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,송화버섯,통송화버섯,통송화버섯,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,싸리버섯,건싸리버섯,건싸리버섯,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,싸리버섯,봉화싸리,봉화싸리,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,싸리버섯,봉화싸리버섯,봉화싸리버섯,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,싸리버섯,붉은싸리버섯,붉은싸리버섯,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,싸리버섯,생싸리버섯,생싸리버섯,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,싸리버섯,싸리,싸리,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,싸리버섯,싸리버섯,싸리버섯,대표 원물명,버섯,사용,,2분류 대표품목 기본 검색어 확정 보강,전수검수v2,,,,,,조건부 가능,
버섯,싸리버섯,싸리싸리버섯,싸리싸리버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '싸리'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,싸리버섯,야생싸리버섯,야생싸리버섯,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,싸리버섯,인제싸리,인제싸리,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,싸리버섯,인제싸리버섯,인제싸리버섯,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,싸리버섯,자연산싸리버섯,자연산싸리버섯,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,싸리버섯,정선싸리,정선싸리,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,싸리버섯,정선싸리버섯,정선싸리버섯,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,싸리버섯,참싸리버섯,참싸리버섯,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,싸리버섯,평창싸리,평창싸리,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,싸리버섯,평창싸리버섯,평창싸리버섯,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,싸리버섯,홍천싸리,홍천싸리,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,싸리버섯,홍천싸리버섯,홍천싸리버섯,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,양송이버섯,갈색양송이,갈색양송이,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,양송이버섯,갈색양송이양송이버섯,갈색양송이양송이버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '갈색양송이'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,양송이버섯,경주양송이,경주양송이,산지,버섯,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 버섯 유통명 12차 검증,12차,,,,,,조건부 가능,
버섯,양송이버섯,공주양송이,공주양송이,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,양송이버섯,공주양송이버섯,공주양송이버섯,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,양송이버섯,논산양송이,논산양송이,산지,버섯,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 버섯 유통명 12차 검증,12차,,,,,,조건부 가능,
버섯,양송이버섯,논산양송이버섯,논산양송이버섯,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,양송이버섯,무농약양송이,무농약양송이,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,양송이버섯,무농약양송이양송이버섯,무농약양송이양송이버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '무농약양송이'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,양송이버섯,미니양송이,미니양송이,품종·별칭,버섯,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,농촌진흥청 품종정보·국내 실제 버섯 유통명 12차 검증,12차,,,,,,조건부 가능,
버섯,양송이버섯,미니양송이양송이버섯,미니양송이양송이버섯,표기변형,버섯,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '미니양송이'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,양송이버섯,백양송이,백양송이,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,양송이버섯,백양송이양송이버섯,백양송이양송이버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '백양송이'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,양송이버섯,보령양송이,보령양송이,산지,버섯,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 버섯 유통명 12차 검증,12차,,,,,,조건부 가능,
버섯,양송이버섯,보령양송이버섯,보령양송이버섯,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,양송이버섯,부여양송이,부여양송이,산지,버섯,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 버섯 유통명 12차 검증,12차,,,,,,조건부 가능,
버섯,양송이버섯,부여양송이버섯,부여양송이버섯,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,양송이버섯,브라운양송이,브라운양송이,품종·별칭,버섯,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,농촌진흥청 품종정보·국내 실제 버섯 유통명 12차 검증,12차,,,,,,조건부 가능,
버섯,양송이버섯,브라운양송이양송이버섯,브라운양송이양송이버섯,표기변형,버섯,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '브라운양송이'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,양송이버섯,생양송이,생양송이,품종·별칭,버섯,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,농촌진흥청 품종정보·국내 실제 버섯 유통명 12차 검증,12차,,,,,,조건부 가능,
버섯,양송이버섯,생양송이버섯,생양송이버섯,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,양송이버섯,생양송이양송이버섯,생양송이양송이버섯,표기변형,버섯,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '생양송이'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,양송이버섯,양송이,양송이,품종·별칭,버섯,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,농촌진흥청 품종정보·국내 실제 버섯 유통명 12차 검증,12차,,,,,,조건부 가능,
버섯,양송이버섯,양송이버섯,양송이버섯,원물,버섯,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,농촌진흥청 품종정보·국내 실제 버섯 유통명 12차 검증,12차,,,,,,조건부 가능,
버섯,양송이버섯,양송이버섯통,양송이버섯통,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,양송이버섯,양송이양송이버섯,양송이양송이버섯,표기변형,버섯,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '양송이'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,양송이버섯,점보양송이,점보양송이,품종·별칭,버섯,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,농촌진흥청 품종정보·국내 실제 버섯 유통명 12차 검증,12차,,,,,,조건부 가능,
버섯,양송이버섯,점보양송이양송이버섯,점보양송이양송이버섯,표기변형,버섯,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '점보양송이'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,양송이버섯,청양양송이,청양양송이,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,양송이버섯,청양양송이버섯,청양양송이버섯,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,양송이버섯,크리미니,크리미니,품종·별칭,버섯,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,농촌진흥청 품종정보·국내 실제 버섯 유통명 12차 검증,12차,,,,,,조건부 가능,
버섯,양송이버섯,크리미니양송이버섯,크리미니양송이버섯,표기변형,버섯,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '크리미니'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,양송이버섯,통양송이,통양송이,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,양송이버섯,통양송이양송이버섯,통양송이양송이버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '통양송이'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,양송이버섯,포르토벨로,포르토벨로,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,양송이버섯,포르토벨로양송이버섯,포르토벨로양송이버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '포르토벨로'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,양송이버섯,포토벨로,포토벨로,품종·별칭,버섯,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,농촌진흥청 품종정보·국내 실제 버섯 유통명 12차 검증,12차,,,,,,조건부 가능,
버섯,양송이버섯,포토벨로양송이버섯,포토벨로양송이버섯,표기변형,버섯,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '포토벨로'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,양송이버섯,화이트양송이,화이트양송이,품종·별칭,버섯,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,농촌진흥청 품종정보·국내 실제 버섯 유통명 12차 검증,12차,,,,,,조건부 가능,
버섯,양송이버섯,화이트양송이양송이버섯,화이트양송이양송이버섯,표기변형,버섯,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '화이트양송이'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,영지버섯,건영지버섯,건영지버섯,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,영지버섯,녹각영지,녹각영지,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,영지버섯,녹각영지버섯,녹각영지버섯,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,영지버섯,녹각영지영지버섯,녹각영지영지버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '녹각영지'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,영지버섯,불로초,불로초,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,영지버섯,불로초영지버섯,불로초영지버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '불로초'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,영지버섯,영지,영지,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,영지버섯,영지버섯,영지버섯,대표 원물명,버섯,사용,,2분류 대표품목 기본 검색어 확정 보강,전수검수v2,,,,,,조건부 가능,
버섯,영지버섯,영지버섯조각,영지버섯조각,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,영지버섯,영지영지버섯,영지영지버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '영지'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,영지버섯,자영지,자영지,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,영지버섯,자영지영지버섯,자영지영지버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '자영지'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,영지버섯,적영지,적영지,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,영지버섯,적영지영지버섯,적영지영지버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '적영지'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,영지버섯,통영지버섯,통영지버섯,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,영지버섯,흑영지,흑영지,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,영지버섯,흑영지영지버섯,흑영지영지버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '흑영지'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,운지버섯,건운지버섯,건운지버섯,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,운지버섯,구름버섯,구름버섯,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,운지버섯,구름버섯운지버섯,구름버섯운지버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '구름버섯'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,운지버섯,구름송편버섯,구름송편버섯,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,운지버섯,구름송편버섯운지버섯,구름송편버섯운지버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '구름송편버섯'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,운지버섯,운지,운지,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,운지버섯,운지버섯,운지버섯,대표 원물명,버섯,사용,,2분류 대표품목 기본 검색어 확정 보강,전수검수v2,,,,,,조건부 가능,
버섯,운지버섯,운지버섯조각,운지버섯조각,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,운지버섯,운지운지버섯,운지운지버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '운지'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,운지버섯,통운지버섯,통운지버섯,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,잎새버섯,건잎새,건잎새,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,잎새버섯,건잎새버섯,건잎새버섯,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,잎새버섯,건잎새잎새버섯,건잎새잎새버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '건잎새'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,잎새버섯,단양잎새,단양잎새,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,잎새버섯,단양잎새버섯,단양잎새버섯,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,잎새버섯,마이타케,마이타케,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,잎새버섯,마이타케잎새버섯,마이타케잎새버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '마이타케'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,잎새버섯,무농약잎새,무농약잎새,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,잎새버섯,무농약잎새잎새버섯,무농약잎새잎새버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '무농약잎새'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,잎새버섯,무희버섯,무희버섯,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,잎새버섯,무희버섯잎새버섯,무희버섯잎새버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '무희버섯'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,잎새버섯,생잎새,생잎새,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,잎새버섯,생잎새버섯,생잎새버섯,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,잎새버섯,생잎새잎새버섯,생잎새잎새버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '생잎새'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,잎새버섯,잎새,잎새,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,잎새버섯,잎새버섯,잎새버섯,대표 원물명,버섯,사용,,2분류 대표품목 기본 검색어 확정 보강,전수검수v2,,,,,,조건부 가능,
버섯,잎새버섯,잎새잎새버섯,잎새잎새버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '잎새'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,잎새버섯,정선잎새,정선잎새,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,잎새버섯,정선잎새버섯,정선잎새버섯,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,잎새버섯,제천잎새,제천잎새,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,잎새버섯,제천잎새버섯,제천잎새버섯,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,잎새버섯,통잎새,통잎새,품종·별칭,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,잎새버섯,통잎새잎새버섯,통잎새잎새버섯,표기변형,버섯,사용,https://www.nihhs.go.kr/mushroom,기존 '통잎새'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
버섯,잎새버섯,평창잎새,평창잎새,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,잎새버섯,평창잎새버섯,평창잎새버섯,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
버섯,잎새버섯,홍천잎새,홍천잎새,산지,버섯,사용,https://www.nihhs.go.kr/mushroom,버섯·균류 원물명·품종·별칭·산지명 대량 축적 24차,24차,,,,,,조건부 가능,
